,Indicador,Departamento,Código Departamento,Año,Dato Numérico
403,Cobertura bruta en educación primaria,Quindío,63,2008,120.77846153846154
404,Cobertura bruta en educación primaria,Quindío,63,2009,121.30000000000001
405,Cobertura bruta en educación primaria,Quindío,63,2010,108.7
406,Cobertura bruta en educación primaria,Quindío,63,2011,119.4976923076923
407,Cobertura bruta en educación primaria,Quindío,63,2012,116.71692307692307
408,Cobertura bruta en educación primaria,Quindío,63,2013,111.98846153846154
409,Cobertura bruta en educación primaria,Quindío,63,2014,107.6923076923077
410,Cobertura bruta en educación primaria,Quindío,63,2015,98.18076923076923
411,Cobertura bruta en educación primaria,Quindío,63,2016,94.56307692307692
412,Cobertura bruta en educación primaria,Quindío,63,2017,93.74076923076925
413,Cobertura bruta en educación primaria,Quindío,63,2018,90.06
414,Cobertura bruta en educación primaria,Quindío,63,2019,115.99307692307693
415,Cobertura bruta en educación primaria,Quindío,63,2020,109.10461538461537
416,Cobertura bruta en educación primaria,Risaralda,66,2005,123.02933333333334
417,Cobertura bruta en educación primaria,Risaralda,66,2006,121.97333333333333
418,Cobertura bruta en educación primaria,Risaralda,66,2007,124.97133333333333
419,Cobertura bruta en educación primaria,Risaralda,66,2008,116.97466666666668
420,Cobertura bruta en educación primaria,Risaralda,66,2009,124.93066666666667
421,Cobertura bruta en educación primaria,Risaralda,66,2010,119.68
422,Cobertura bruta en educación primaria,Risaralda,66,2011,119.85866666666668
423,Cobertura bruta en educación primaria,Risaralda,66,2012,112.73866666666666
424,Cobertura bruta en educación primaria,Risaralda,66,2013,109.90266666666666
425,Cobertura bruta en educación primaria,Risaralda,66,2014,101.50466666666667
426,Cobertura bruta en educación primaria,Risaralda,66,2015,97.25733333333332
427,Cobertura bruta en educación primaria,Risaralda,66,2016,99.77533333333334
428,Cobertura bruta en educación primaria,Risaralda,66,2017,95.47533333333334
429,Cobertura bruta en educación primaria,Risaralda,66,2018,90.49133333333333
430,Cobertura bruta en educación primaria,Risaralda,66,2019,107.21733333333333
431,Cobertura bruta en educación primaria,Risaralda,66,2020,105.49133333333333
432,Cobertura bruta en educación primaria,San Andrés y Providencia,88,2005,85.00999999999999
433,Cobertura bruta en educación primaria,San Andrés y Providencia,88,2006,100.515
434,Cobertura bruta en educación primaria,San Andrés y Providencia,88,2007,85.86500000000001
435,Cobertura bruta en educación primaria,San Andrés y Providencia,88,2008,83.64
436,Cobertura bruta en educación primaria,San Andrés y Providencia,88,2009,84.96000000000001
437,Cobertura bruta en educación primaria,San Andrés y Providencia,88,2010,75.68
438,Cobertura bruta en educación primaria,San Andrés y Providencia,88,2011,84.72999999999999
439,Cobertura bruta en educación primaria,San Andrés y Providencia,88,2012,86.41999999999999
440,Cobertura bruta en educación primaria,San Andrés y Providencia,88,2013,87.47999999999999
441,Cobertura bruta en educación primaria,San Andrés y Providencia,88,2014,90.835
442,Cobertura bruta en educación primaria,San Andrés y Providencia,88,2015,94.54499999999999
443,Cobertura bruta en educación primaria,San Andrés y Providencia,88,2016,97.37
444,Cobertura bruta en educación primaria,San Andrés y Providencia,88,2017,95.61500000000001
445,Cobertura bruta en educación primaria,San Andrés y Providencia,88,2018,87.00999999999999
446,Cobertura bruta en educación primaria,San Andrés y Providencia,88,2019,93.00999999999999
447,Cobertura bruta en educación primaria,San Andrés y Providencia,88,2020,89.38
448,Cobertura bruta en educación primaria,Santander,68,2005,112.28215909090909
449,Cobertura bruta en educación primaria,Santander,68,2006,112.8059090909091
450,Cobertura bruta en educación primaria,Santander,68,2007,113.21840909090908
451,Cobertura bruta en educación primaria,Santander,68,2008,109.81863636363637
452,Cobertura bruta en educación primaria,Santander,68,2009,108.31931818181819
453,Cobertura bruta en educación primaria,Santander,68,2010,109.52
454,Cobertura bruta en educación primaria,Santander,68,2011,110.87454545454544
455,Cobertura bruta en educación primaria,Santander,68,2012,109.07011363636364
456,Cobertura bruta en educación primaria,Santander,68,2013,110.91579545454546
457,Cobertura bruta en educación primaria,Santander,68,2014,106.21727272727274
458,Cobertura bruta en educación primaria,Santander,68,2015,101.96113636363636
459,Cobertura bruta en educación primaria,Santander,68,2016,101.21443181818182
460,Cobertura bruta en educación primaria,Santander,68,2017,99.10147727272728
461,Cobertura bruta en educación primaria,Santander,68,2018,97.99363636363637
462,Cobertura bruta en educación primaria,Santander,68,2019,97.53113636363636
463,Cobertura bruta en educación primaria,Santander,68,2020,94.66409090909092
464,Cobertura bruta en educación primaria,Sucre,70,2005,145.47555555555556
465,Cobertura bruta en educación primaria,Sucre,70,2006,151.31962962962965
466,Cobertura bruta en educación primaria,Sucre,70,2007,154.17074074074074
467,Cobertura bruta en educación primaria,Sucre,70,2008,164.41333333333333
468,Cobertura bruta en educación primaria,Sucre,70,2009,153.43666666666667
469,Cobertura bruta en educación primaria,Sucre,70,2010,142.75
470,Cobertura bruta en educación primaria,Sucre,70,2011,144.5762962962963
471,Cobertura bruta en educación primaria,Sucre,70,2012,133.2411111111111
472,Cobertura bruta en educación primaria,Sucre,70,2013,145.11962962962963
473,Cobertura bruta en educación primaria,Sucre,70,2014,128.98888888888888
474,Cobertura bruta en educación primaria,Sucre,70,2015,124.7437037037037
475,Cobertura bruta en educación primaria,Sucre,70,2016,122.97555555555556
476,Cobertura bruta en educación primaria,Sucre,70,2017,122.0662962962963
477,Cobertura bruta en educación primaria,Sucre,70,2018,122.89444444444445
478,Cobertura bruta en educación primaria,Sucre,70,2019,113.9637037037037
479,Cobertura bruta en educación primaria,Sucre,70,2020,111.5188888888889
480,Cobertura bruta en educación primaria,Tolima,73,2005,123.21479166666666
481,Cobertura bruta en educación primaria,Tolima,73,2006,123.45187499999999
482,Cobertura bruta en educación primaria,Tolima,73,2007,124.95770833333334
483,Cobertura bruta en educación primaria,Tolima,73,2008,123.2
484,Cobertura bruta en educación primaria,Tolima,73,2009,126.06229166666667
485,Cobertura bruta en educación primaria,Tolima,73,2010,115.21
486,Cobertura bruta en educación primaria,Tolima,73,2011,115.94333333333333
487,Cobertura bruta en educación primaria,Tolima,73,2012,110.2375
488,Cobertura bruta en educación primaria,Tolima,73,2013,105.93041666666666
489,Cobertura bruta en educación primaria,Tolima,73,2014,105.37833333333333
490,Cobertura bruta en educación primaria,Tolima,73,2015,103.63395833333334
491,Cobertura bruta en educación primaria,Tolima,73,2016,100.93833333333333
492,Cobertura bruta en educación primaria,Tolima,73,2017,98.17875
493,Cobertura bruta en educación primaria,Tolima,73,2018,95.53958333333333
494,Cobertura bruta en educación primaria,Tolima,73,2019,109.13729166666667
495,Cobertura bruta en educación primaria,Tolima,73,2020,107.11645833333334
496,Cobertura bruta en educación primaria,Valle del Cauca,76,2005,124.62651162790696
497,Cobertura bruta en educación primaria,Valle del Cauca,76,2006,123.70255813953489
498,Cobertura bruta en educación primaria,Valle del Cauca,76,2007,119.43418604651163
499,Cobertura bruta en educación primaria,Valle del Cauca,76,2008,118.46
500,Cobertura bruta en educación primaria,Valle del Cauca,76,2009,119.42209302325581
501,Cobertura bruta en educación primaria,Valle del Cauca,76,2010,116.14
502,Cobertura bruta en educación primaria,Valle del Cauca,76,2011,118.60209302325582
503,Cobertura bruta en educación primaria,Valle del Cauca,76,2012,118.91162790697673
504,Cobertura bruta en educación primaria,Valle del Cauca,76,2013,117.3886046511628
505,Cobertura bruta en educación primaria,Valle del Cauca,76,2014,113.62883720930232
506,Cobertura bruta en educación primaria,Valle del Cauca,76,2015,106.72976744186047
507,Cobertura bruta en educación primaria,Valle del Cauca,76,2016,105.25302325581396
508,Cobertura bruta en educación primaria,Valle del Cauca,76,2017,98.93418604651163
509,Cobertura bruta en educación primaria,Valle del Cauca,76,2018,96.42023255813953
510,Cobertura bruta en educación primaria,Valle del Cauca,76,2019,87.18581395348836
511,Cobertura bruta en educación primaria,Valle del Cauca,76,2020,86.69511627906977
512,Cobertura bruta en educación primaria,Vaupés,97,2005,119.16999999999999
513,Cobertura bruta en educación primaria,Vaupés,97,2006,120.6825
514,Cobertura bruta en educación primaria,Vaupés,97,2007,134.4275
515,Cobertura bruta en educación primaria,Vaupés,97,2008,128.1875
516,Cobertura bruta en educación primaria,Vaupés,97,2009,128.495
517,Cobertura bruta en educación primaria,Vaupés,97,2010,104.69
518,Cobertura bruta en educación primaria,Vaupés,97,2011,119.35249999999999
519,Cobertura bruta en educación primaria,Vaupés,97,2012,115.4475
520,Cobertura bruta en educación primaria,Vaupés,97,2013,115.9475
521,Cobertura bruta en educación primaria,Vaupés,97,2014,120.39
522,Cobertura bruta en educación primaria,Vaupés,97,2015,133.26
523,Cobertura bruta en educación primaria,Vaupés,97,2016,126.68
524,Cobertura bruta en educación primaria,Vaupés,97,2017,131.185
525,Cobertura bruta en educación primaria,Vaupés,97,2018,126.77000000000001
526,Cobertura bruta en educación primaria,Vaupés,97,2019,80.745
527,Cobertura bruta en educación primaria,Vaupés,97,2020,60.2625
528,Cobertura bruta en educación primaria,Vichada,99,2005,134.91400000000002
529,Cobertura bruta en educación primaria,Vichada,99,2006,138.652
530,Cobertura bruta en educación primaria,Vichada,99,2007,126.90599999999999
531,Cobertura bruta en educación primaria,Vichada,99,2008,121.71599999999998
532,Cobertura bruta en educación primaria,Vichada,99,2009,121.982
533,Cobertura bruta en educación primaria,Vichada,99,2010,136.69
534,Cobertura bruta en educación primaria,Vichada,99,2011,110.944
535,Cobertura bruta en educación primaria,Vichada,99,2012,99.54400000000001
536,Cobertura bruta en educación primaria,Vichada,99,2013,111.48800000000001
537,Cobertura bruta en educación primaria,Vichada,99,2014,111.68800000000002
538,Cobertura bruta en educación primaria,Vichada,99,2015,117.874
539,Cobertura bruta en educación primaria,Vichada,99,2016,118.328
540,Cobertura bruta en educación primaria,Vichada,99,2017,122.03800000000001
541,Cobertura bruta en educación primaria,Vichada,99,2018,118.902
542,Cobertura bruta en educación primaria,Vichada,99,2019,110.24000000000001
543,Cobertura bruta en educación primaria,Vichada,99,2020,123.94200000000001
544,Cobertura bruta en educación secundaria,Amazonas,91,2005,75.42999999999999
545,Cobertura bruta en educación secundaria,Amazonas,91,2006,75.44666666666666
546,Cobertura bruta en educación secundaria,Amazonas,91,2007,74.58666666666666
547,Cobertura bruta en educación secundaria,Amazonas,91,2008,77.34333333333335
548,Cobertura bruta en educación secundaria,Amazonas,91,2009,80.27
549,Cobertura bruta en educación secundaria,Amazonas,91,2010,82.61666666666666
550,Cobertura bruta en educación secundaria,Amazonas,91,2011,88.96333333333332
551,Cobertura bruta en educación secundaria,Amazonas,91,2012,94.65666666666668
552,Cobertura bruta en educación secundaria,Amazonas,91,2013,101.21
553,Cobertura bruta en educación secundaria,Amazonas,91,2014,98.36666666666667
554,Cobertura bruta en educación secundaria,Amazonas,91,2015,105.09333333333332
555,Cobertura bruta en educación secundaria,Amazonas,91,2016,107.07666666666667
556,Cobertura bruta en educación secundaria,Amazonas,91,2017,105.70333333333332
557,Cobertura bruta en educación secundaria,Amazonas,91,2018,107.43
558,Cobertura bruta en educación secundaria,Amazonas,91,2019,91.77333333333333
559,Cobertura bruta en educación secundaria,Amazonas,91,2020,91.47666666666667
560,Cobertura bruta en educación secundaria,Antioquia,5,2005,76.88357142857143
561,Cobertura bruta en educación secundaria,Antioquia,5,2006,85.80690476190476
562,Cobertura bruta en educación secundaria,Antioquia,5,2007,90.41190476190476
563,Cobertura bruta en educación secundaria,Antioquia,5,2008,93.10000000000001
564,Cobertura bruta en educación secundaria,Antioquia,5,2009,97.89293650793651
565,Cobertura bruta en educación secundaria,Antioquia,5,2010,99.5788888888889
566,Cobertura bruta en educación secundaria,Antioquia,5,2011,102.14500000000001
567,Cobertura bruta en educación secundaria,Antioquia,5,2012,101.0886507936508
568,Cobertura bruta en educación secundaria,Antioquia,5,2013,108.71357142857143
569,Cobertura bruta en educación secundaria,Antioquia,5,2014,104.66896825396825
570,Cobertura bruta en educación secundaria,Antioquia,5,2015,106.76849206349206
571,Cobertura bruta en educación secundaria,Antioquia,5,2016,104.03095238095237
572,Cobertura bruta en educación secundaria,Antioquia,5,2017,102.52714285714286
573,Cobertura bruta en educación secundaria,Antioquia,5,2018,104.94420634920634
574,Cobertura bruta en educación secundaria,Antioquia,5,2019,109.9595238095238
575,Cobertura bruta en educación secundaria,Antioquia,5,2020,110.63301587301588
576,Cobertura bruta en educación secundaria,Arauca,81,2005,73.62375
577,Cobertura bruta en educación secundaria,Arauca,81,2006,74.08375
578,Cobertura bruta en educación secundaria,Arauca,81,2007,55.48375
579,Cobertura bruta en educación secundaria,Arauca,81,2008,78.15375
580,Cobertura bruta en educación secundaria,Arauca,81,2009,79.82625
581,Cobertura bruta en educación secundaria,Arauca,81,2010,86.29
582,Cobertura bruta en educación secundaria,Arauca,81,2011,82.67
583,Cobertura bruta en educación secundaria,Arauca,81,2012,77.77125
584,Cobertura bruta en educación secundaria,Arauca,81,2013,74.68375
585,Cobertura bruta en educación secundaria,Arauca,81,2014,76.32625
586,Cobertura bruta en educación secundaria,Arauca,81,2015,79.66125
587,Cobertura bruta en educación secundaria,Arauca,81,2016,80.39
588,Cobertura bruta en educación secundaria,Arauca,81,2017,83.2175
589,Cobertura bruta en educación secundaria,Arauca,81,2018,91.99625
590,Cobertura bruta en educación secundaria,Arauca,81,2019,108.33
591,Cobertura bruta en educación secundaria,Arauca,81,2020,108.14125
592,Cobertura bruta en educación secundaria,Atlántico,8,2005,87.72083333333335
593,Cobertura bruta en educación secundaria,Atlántico,8,2006,87.55541666666666
594,Cobertura bruta en educación secundaria,Atlántico,8,2007,91.57666666666667
595,Cobertura bruta en educación secundaria,Atlántico,8,2008,94.56166666666667
596,Cobertura bruta en educación secundaria,Atlántico,8,2009,96.54625
597,Cobertura bruta en educación secundaria,Atlántico,8,2010,99.13208333333334
598,Cobertura bruta en educación secundaria,Atlántico,8,2011,104.05541666666666
599,Cobertura bruta en educación secundaria,Atlántico,8,2012,103.54166666666667
600,Cobertura bruta en educación secundaria,Atlántico,8,2013,103.64875
601,Cobertura bruta en educación secundaria,Atlántico,8,2014,108.08166666666666
602,Cobertura bruta en educación secundaria,Atlántico,8,2015,105.06
603,Cobertura bruta en educación secundaria,Atlántico,8,2016,110.54083333333334
604,Cobertura bruta en educación secundaria,Atlántico,8,2017,113.64166666666667
605,Cobertura bruta en educación secundaria,Atlántico,8,2018,113.30833333333334
606,Cobertura bruta en educación secundaria,Atlántico,8,2019,91.85666666666667
607,Cobertura bruta en educación secundaria,Atlántico,8,2020,90.89625000000001
608,Cobertura bruta en educación secundaria,Bogotá,11,2005,97.97
609,Cobertura bruta en educación secundaria,Bogotá,11,2006,99.68
610,Cobertura bruta en educación secundaria,Bogotá,11,2007,103.15
611,Cobertura bruta en educación secundaria,Bogotá,11,2008,104.99
612,Cobertura bruta en educación secundaria,Bogotá,11,2009,106.16
613,Cobertura bruta en educación secundaria,Bogotá,11,2010,105.08
614,Cobertura bruta en educación secundaria,Bogotá,11,2011,106.48
615,Cobertura bruta en educación secundaria,Bogotá,11,2012,101.09
616,Cobertura bruta en educación secundaria,Bogotá,11,2013,99.41
617,Cobertura bruta en educación secundaria,Bogotá,11,2014,93.86
618,Cobertura bruta en educación secundaria,Bogotá,11,2015,94.6
619,Cobertura bruta en educación secundaria,Bogotá,11,2016,92.09
620,Cobertura bruta en educación secundaria,Bogotá,11,2017,90.72
621,Cobertura bruta en educación secundaria,Bogotá,11,2018,89.73
622,Cobertura bruta en educación secundaria,Bogotá,11,2019,110.95
623,Cobertura bruta en educación secundaria,Bogotá,11,2020,111.81
624,Cobertura bruta en educación secundaria,Bolívar,13,2005,79.40978260869565
625,Cobertura bruta en educación secundaria,Bolívar,13,2006,82.22782608695653
626,Cobertura bruta en educación secundaria,Bolívar,13,2007,86.06739130434782
627,Cobertura bruta en educación secundaria,Bolívar,13,2008,92.31630434782609
628,Cobertura bruta en educación secundaria,Bolívar,13,2009,100.63782608695652
629,Cobertura bruta en educación secundaria,Bolívar,13,2010,96.86652173913043
630,Cobertura bruta en educación secundaria,Bolívar,13,2011,97.53021739130436
631,Cobertura bruta en educación secundaria,Bolívar,13,2012,91.97695652173913
632,Cobertura bruta en educación secundaria,Bolívar,13,2013,94.06978260869565
633,Cobertura bruta en educación secundaria,Bolívar,13,2014,87.15282608695652
634,Cobertura bruta en educación secundaria,Bolívar,13,2015,92.57108695652173
635,Cobertura bruta en educación secundaria,Bolívar,13,2016,95.78739130434784
636,Cobertura bruta en educación secundaria,Bolívar,13,2017,96.6195652173913
637,Cobertura bruta en educación secundaria,Bolívar,13,2018,101.20255319148937
638,Cobertura bruta en educación secundaria,Bolívar,13,2019,109.52829787234042
639,Cobertura bruta en educación secundaria,Bolívar,13,2020,104.5340425531915
640,Cobertura bruta en educación secundaria,Boyacá,15,2005,77.44
641,Cobertura bruta en educación secundaria,Boyacá,15,2006,80.05846774193549
642,Cobertura bruta en educación secundaria,Boyacá,15,2007,86.42048387096774
643,Cobertura bruta en educación secundaria,Boyacá,15,2008,94.51225806451613
644,Cobertura bruta en educación secundaria,Boyacá,15,2009,105.68741935483871
645,Cobertura bruta en educación secundaria,Boyacá,15,2010,124.27717741935484
646,Cobertura bruta en educación secundaria,Boyacá,15,2011,126.1091935483871
647,Cobertura bruta en educación secundaria,Boyacá,15,2012,115.67403225806451
648,Cobertura bruta en educación secundaria,Boyacá,15,2013,99.92951612903227
649,Cobertura bruta en educación secundaria,Boyacá,15,2014,99.49072580645162
650,Cobertura bruta en educación secundaria,Boyacá,15,2015,97.81290322580645
651,Cobertura bruta en educación secundaria,Boyacá,15,2016,98.52564516129033
652,Cobertura bruta en educación secundaria,Boyacá,15,2017,98.3108064516129
653,Cobertura bruta en educación secundaria,Boyacá,15,2018,94.91
654,Cobertura bruta en educación secundaria,Boyacá,15,2019,112.1690322580645
655,Cobertura bruta en educación secundaria,Boyacá,15,2020,104.18282258064517
656,Cobertura bruta en educación secundaria,Caldas,17,2005,78.7532142857143
657,Cobertura bruta en educación secundaria,Caldas,17,2006,87.8575
658,Cobertura bruta en educación secundaria,Caldas,17,2007,91.28678571428573
659,Cobertura bruta en educación secundaria,Caldas,17,2008,89.60785714285714
660,Cobertura bruta en educación secundaria,Caldas,17,2009,98.22678571428571
661,Cobertura bruta en educación secundaria,Caldas,17,2010,101.33285714285715
662,Cobertura bruta en educación secundaria,Caldas,17,2011,103.11964285714285
663,Cobertura bruta en educación secundaria,Caldas,17,2012,102.07964285714286
664,Cobertura bruta en educación secundaria,Caldas,17,2013,101.64607142857143
665,Cobertura bruta en educación secundaria,Caldas,17,2014,100.67892857142859
666,Cobertura bruta en educación secundaria,Caldas,17,2015,98.87571428571428
667,Cobertura bruta en educación secundaria,Caldas,17,2016,97.58500000000001
668,Cobertura bruta en educación secundaria,Caldas,17,2017,96.96678571428572
669,Cobertura bruta en educación secundaria,Caldas,17,2018,96.19428571428571
670,Cobertura bruta en educación secundaria,Caldas,17,2019,116.08107142857143
671,Cobertura bruta en educación secundaria,Caldas,17,2020,112.09392857142858
672,Cobertura bruta en educación secundaria,Caquetá,18,2005,58.32176470588235
673,Cobertura bruta en educación secundaria,Caquetá,18,2006,62.188235294117646
674,Cobertura bruta en educación secundaria,Caquetá,18,2007,68.98529411764706
675,Cobertura bruta en educación secundaria,Caquetá,18,2008,78.99823529411765
676,Cobertura bruta en educación secundaria,Caquetá,18,2009,88.23588235294118
677,Cobertura bruta en educación secundaria,Caquetá,18,2010,94.76470588235294
678,Cobertura bruta en educación secundaria,Caquetá,18,2011,100.84117647058824
679,Cobertura bruta en educación secundaria,Caquetá,18,2012,90.93764705882353
680,Cobertura bruta en educación secundaria,Caquetá,18,2013,82.60529411764706
681,Cobertura bruta en educación secundaria,Caquetá,18,2014,81.70117647058824
682,Cobertura bruta en educación secundaria,Caquetá,18,2015,74.05470588235295
683,Cobertura bruta en educación secundaria,Caquetá,18,2016,77.29
684,Cobertura bruta en educación secundaria,Caquetá,18,2017,77.06117647058824
685,Cobertura bruta en educación secundaria,Caquetá,18,2018,76.11058823529413
686,Cobertura bruta en educación secundaria,Caquetá,18,2019,95.74823529411765
687,Cobertura bruta en educación secundaria,Caquetá,18,2020,92.67999999999999
688,Cobertura bruta en educación secundaria,Casanare,85,2005,80.9785
689,Cobertura bruta en educación secundaria,Casanare,85,2006,83.30850000000001
690,Cobertura bruta en educación secundaria,Casanare,85,2007,89.344
691,Cobertura bruta en educación secundaria,Casanare,85,2008,92.08149999999999
692,Cobertura bruta en educación secundaria,Casanare,85,2009,104.38250000000001
693,Cobertura bruta en educación secundaria,Casanare,85,2010,114.56
694,Cobertura bruta en educación secundaria,Casanare,85,2011,121.085
695,Cobertura bruta en educación secundaria,Casanare,85,2012,113.43199999999999
696,Cobertura bruta en educación secundaria,Casanare,85,2013,108.4695
697,Cobertura bruta en educación secundaria,Casanare,85,2014,105.147
698,Cobertura bruta en educación secundaria,Casanare,85,2015,104.61800000000001
699,Cobertura bruta en educación secundaria,Casanare,85,2016,105.279
700,Cobertura bruta en educación secundaria,Casanare,85,2017,105.02550000000001
701,Cobertura bruta en educación secundaria,Casanare,85,2018,105.572
702,Cobertura bruta en educación secundaria,Casanare,85,2019,101.245
703,Cobertura bruta en educación secundaria,Casanare,85,2020,100.7655
704,Cobertura bruta en educación secundaria,Cauca,19,2005,60.34428571428572
705,Cobertura bruta en educación secundaria,Cauca,19,2006,63.54333333333334
706,Cobertura bruta en educación secundaria,Cauca,19,2007,72.41690476190476
707,Cobertura bruta en educación secundaria,Cauca,19,2008,81.99619047619048
708,Cobertura bruta en educación secundaria,Cauca,19,2009,89.88714285714285
709,Cobertura bruta en educación secundaria,Cauca,19,2010,99.9804761904762
710,Cobertura bruta en educación secundaria,Cauca,19,2011,88.55571428571429
711,Cobertura bruta en educación secundaria,Cauca,19,2012,96.40071428571429
712,Cobertura bruta en educación secundaria,Cauca,19,2013,98.38309523809524
713,Cobertura bruta en educación secundaria,Cauca,19,2014,107.23071428571427
714,Cobertura bruta en educación secundaria,Cauca,19,2015,96.59714285714286
715,Cobertura bruta en educación secundaria,Cauca,19,2016,99.97214285714286
716,Cobertura bruta en educación secundaria,Cauca,19,2017,103.0495238095238
717,Cobertura bruta en educación secundaria,Cauca,19,2018,106.18162790697673
718,Cobertura bruta en educación secundaria,Cauca,19,2019,101.56604651162792
719,Cobertura bruta en educación secundaria,Cauca,19,2020,90.42186046511628
720,Cobertura bruta en educación secundaria,Cesar,20,2005,69.70307692307692
721,Cobertura bruta en educación secundaria,Cesar,20,2006,79.32692307692308
722,Cobertura bruta en educación secundaria,Cesar,20,2007,85.5323076923077
723,Cobertura bruta en educación secundaria,Cesar,20,2008,91.30538461538461
724,Cobertura bruta en educación secundaria,Cesar,20,2009,96.06346153846154
725,Cobertura bruta en educación secundaria,Cesar,20,2010,103.97807692307691
726,Cobertura bruta en educación secundaria,Cesar,20,2011,110.87692307692308
727,Cobertura bruta en educación secundaria,Cesar,20,2012,102.79384615384615
728,Cobertura bruta en educación secundaria,Cesar,20,2013,110.66653846153847
729,Cobertura bruta en educación secundaria,Cesar,20,2014,110.35346153846154
730,Cobertura bruta en educación secundaria,Cesar,20,2015,106.68307692307692
731,Cobertura bruta en educación secundaria,Cesar,20,2016,111.18923076923078
732,Cobertura bruta en educación secundaria,Cesar,20,2017,111.03423076923076
733,Cobertura bruta en educación secundaria,Cesar,20,2018,116.84692307692308
734,Cobertura bruta en educación secundaria,Cesar,20,2019,100.97884615384615
735,Cobertura bruta en educación secundaria,Cesar,20,2020,98.79192307692308
736,Cobertura bruta en educación secundaria,Chocó,27,2005,46.39064516129032
737,Cobertura bruta en educación secundaria,Chocó,27,2006,49.27451612903226
738,Cobertura bruta en educación secundaria,Chocó,27,2007,53.46354838709678
739,Cobertura bruta en educación secundaria,Chocó,27,2008,59.91967741935484
740,Cobertura bruta en educación secundaria,Chocó,27,2009,74.18
741,Cobertura bruta en educación secundaria,Chocó,27,2010,75.79
742,Cobertura bruta en educación secundaria,Chocó,27,2011,79.12129032258063
743,Cobertura bruta en educación secundaria,Chocó,27,2012,78.18774193548387
744,Cobertura bruta en educación secundaria,Chocó,27,2013,81.87225806451613
745,Cobertura bruta en educación secundaria,Chocó,27,2014,87.01193548387097
746,Cobertura bruta en educación secundaria,Chocó,27,2015,85.72451612903225
747,Cobertura bruta en educación secundaria,Chocó,27,2016,80.36419354838709
748,Cobertura bruta en educación secundaria,Chocó,27,2017,83.85677419354839
749,Cobertura bruta en educación secundaria,Chocó,27,2018,85.37483870967742
750,Cobertura bruta en educación secundaria,Chocó,27,2019,93.98451612903226
751,Cobertura bruta en educación secundaria,Chocó,27,2020,83.30645161290323
752,Cobertura bruta en educación secundaria,Colombia,1,2005,88.97
753,Cobertura bruta en educación secundaria,Colombia,1,2006,93.01
754,Cobertura bruta en educación secundaria,Colombia,1,2007,95.6
755,Cobertura bruta en educación secundaria,Colombia,1,2008,97.98
756,Cobertura bruta en educación secundaria,Colombia,1,2009,101.23
757,Cobertura bruta en educación secundaria,Colombia,1,2010,103.7
758,Cobertura bruta en educación secundaria,Colombia,1,2011,105.17
759,Cobertura bruta en educación secundaria,Colombia,1,2012,101.89
760,Cobertura bruta en educación secundaria,Colombia,1,2013,102.32
761,Cobertura bruta en educación secundaria,Colombia,1,2014,101.36
762,Cobertura bruta en educación secundaria,Colombia,1,2015,100.82
763,Cobertura bruta en educación secundaria,Colombia,1,2016,100.38
764,Cobertura bruta en educación secundaria,Colombia,1,2017,100.56
765,Cobertura bruta en educación secundaria,Colombia,1,2018,101.76
766,Cobertura bruta en educación secundaria,Colombia,1,2019,110.65
767,Cobertura bruta en educación secundaria,Colombia,1,2020,109.03
768,Cobertura bruta en educación secundaria,Cundinamarca,25,2005,90.05076923076923
769,Cobertura bruta en educación secundaria,Cundinamarca,25,2006,93.78649572649573
770,Cobertura bruta en educación secundaria,Cundinamarca,25,2007,98.07051282051282
771,Cobertura bruta en educación secundaria,Cundinamarca,25,2008,98.10880341880342
772,Cobertura bruta en educación secundaria,Cundinamarca,25,2009,101.2945299145299
773,Cobertura bruta en educación secundaria,Cundinamarca,25,2010,103.22329545454545
774,Cobertura bruta en educación secundaria,Cundinamarca,25,2011,107.88675213675214
775,Cobertura bruta en educación secundaria,Cundinamarca,25,2012,107.39333333333333
776,Cobertura bruta en educación secundaria,Cundinamarca,25,2013,107.93923076923076
777,Cobertura bruta en educación secundaria,Cundinamarca,25,2014,107.26461538461538
778,Cobertura bruta en educación secundaria,Cundinamarca,25,2015,105.72974358974358
779,Cobertura bruta en educación secundaria,Cundinamarca,25,2016,104.60316239316239
780,Cobertura bruta en educación secundaria,Cundinamarca,25,2017,104.09136752136753
781,Cobertura bruta en educación secundaria,Cundinamarca,25,2018,105.15871794871795
782,Cobertura bruta en educación secundaria,Cundinamarca,25,2019,119.23529914529915
783,Cobertura bruta en educación secundaria,Cundinamarca,25,2020,117.43247863247863
784,Cobertura bruta en educación secundaria,Córdoba,23,2005,79.33206896551725
785,Cobertura bruta en educación secundaria,Córdoba,23,2006,85.54241379310345
786,Cobertura bruta en educación secundaria,Córdoba,23,2007,93.00379310344827
787,Cobertura bruta en educación secundaria,Córdoba,23,2008,95.54275862068965
788,Cobertura bruta en educación secundaria,Córdoba,23,2009,98.66862068965517
789,Cobertura bruta en educación secundaria,Córdoba,23,2010,102.50103448275863
790,Cobertura bruta en educación secundaria,Córdoba,23,2011,104.67793103448275
791,Cobertura bruta en educación secundaria,Córdoba,23,2012,104.55999999999999
792,Cobertura bruta en educación secundaria,Córdoba,23,2013,105.86
793,Cobertura bruta en educación secundaria,Córdoba,23,2014,112.61103448275863
794,Cobertura bruta en educación secundaria,Córdoba,23,2015,100.82103448275862
795,Cobertura bruta en educación secundaria,Córdoba,23,2016,99.61310344827587
